titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,lat,long,X,Y
"Parc Laval","https://montreal.ca/lieux/parc-laval","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.Le parc Laval est situé entre l’avenue des Pins Est et le square Saint-Louis.","2020-06-09","2023-11-02","Le Plateau-Mont-Royal","Parc et jardins","Parc","","Aire de pique-nique","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Parc Laval","Avenue Laval",,"","Montréal",-73.571944188009,45.516880363472,299179.2,5041887.1
"Terrains de volleyball de plage du parc Jeanne-Mance","https://montreal.ca/lieux/terrains-de-volleyball-de-plage-du-parc-jeanne-mance","La réservation se fait auprès de notre partenaire l’Association Récréative Milton Parc (ARMP).","2021-12-21","2023-05-16","Le Plateau-Mont-Royal","Sportifs et récréatifs","Terrain de balle, baseball","Volleyball","Aire de pique-nique,Fontaine d'eau potable,Terrain de volleyball,Toilettes","Adapté aux poussettes,Entrée de plain-pied,Sentier d'accès,Toilettes accessibles","Culture et sports","Ouvert"," Horaire d'utilisation [Lundi, ouverture:08:00, fermeture:21:00,Mardi, ouverture:08:00, fermeture:21:00,Mercredi, ouverture:08:00, fermeture:21:00,Jeudi, ouverture:08:00, fermeture:21:00,Vendredi, ouverture:08:00, fermeture:21:00,Samedi, ouverture:08:00, fermeture:21:00,Dimanche, ouverture:08:00, fermeture:21:00]","Priorité aux détenteurs et détentrices de permis de jeu qui ont réservé. Autrement, c’est gratuit et libre pour tous.","","","","","Terrains de volleyball de plage du parc Jeanne-Mance","4422, avenue de l'Esplanade",,"H2W2N4","Montréal",-73.580467891741,45.513488056846,298512.9,5041510.7
"Jeux d'eau du parc Jeanne-Mance","https://montreal.ca/lieux/jeux-deau-du-parc-jeanne-mance","Dans la section pour enfants, on retrouve un jeu d’eau permettant aux architectes en herbe de combiner l’eau de sa structure au carré de sable sous celle-ci afin de créer châteaux et rigoles.","2023-06-02","2023-10-25","Le Plateau-Mont-Royal","Sportifs et récréatifs","Jeux d'eau","","","","Culture et sports","Fermeture saisonnière"," Horaire [Lundi, ouverture:00:00, fermeture:00:00,Mardi, ouverture:00:00, fermeture:00:00,Mercredi, ouverture:00:00, fermeture:00:00,Jeudi, ouverture:00:00, fermeture:00:00,Vendredi, ouverture:00:00, fermeture:00:00,Samedi, ouverture:00:00, fermeture:00:00,Dimanche, ouverture:00:00, fermeture:00:00]","","","","","","Jeux d'eau du parc Jeanne-Mance","4422, avenue de l'Esplanade",,"H2W2N4","Montréal",-73.58261364668684,45.514138435366874,298345.3,5041583.2
"Avenue Duluth Ouest","https://montreal.ca/lieux/avenue-duluth-ouest","Situé entre l’avenue de l’Esplanade et l’avenue du Parc, ce tronçon de l’avenue Duluth Ouest autrefois carrossable réunit maintenant les deux sections du parc Jeanne-Mance!Le concept des aménagements s’inspire de la forme et des proportions de la grande porte en plein centre du mur historique entourant les mystérieux jardins de la Cité-des-Hospitalières en proposant des structures modulaires qui accueillent différents mobiliers (tables de pique-nique, chaises) favorisant la détente et les rencontres. Afin de mettre en valeur les aménagements et d’ajouter de la couleur dans la rue, une intervention colorée au sol unifie les différentes stations et mobiliers.Par souci environnemental, le projet a été réalisé en collaboration avec Bois Public pour revaloriser le frêne de l’arrondissement. Les mobiliers de l’aménagement transitoire sont fabriqués à partir de bois recyclé.Une installation présente une œuvre auditive en lien avec la Cité-des-Hospitalières et les jardins réalisés par les artistes Renaud Proulx et Raphaëlle Blard.","2023-08-31","2023-09-12","Le Plateau-Mont-Royal","Parc et jardins","Place","","Aire de pique-nique,Support à vélo","Accessible en fauteuil roulant avec assistance,Adapté aux poussettes","Culture et sports","Ouvert"," ","","","","","","Avenue Duluth Ouest","Entre l'avenue de l'Esplanade et l'avenue du Parc",,"","Montréal",-73.5816371998014,45.514503562873216,298421.7,5041623.7
"Patinoire du parc Jeanne-Mance","https://montreal.ca/lieux/patinoire-du-parc-jeanne-mance","Avant de vous déplacer, consultez les conditions des sites hivernauxÀ l’intersection des avenues du Parc et Mont-Royal, une patinoire avec vue imprenable sur la montagne sert à la pratique du patin libre. Une seconde patinoire, à bandes, située proche du terrain de soccer synthétique sert à la pratique libre du hockey. Une roulotte installée à proximité est disponible pour se changer et chausser ses patins.Accessibilité : Entrée à partir de l’avenue de l’Esplanade, face à la rue Rachel","2020-10-23","2023-10-18","Le Plateau-Mont-Royal","Sportifs et récréatifs","Patinoire","Patinage","Fontaine d'eau potable,Roulotte ou chalet chauffé","Accessible en fauteuil roulant avec assistance,Adapté aux poussettes","Culture et sports","Fermeture saisonnière"," Horaire [Lundi, ouverture:08:00, fermeture:22:00,Mardi, ouverture:08:00, fermeture:22:00,Mercredi, ouverture:08:00, fermeture:22:00,Jeudi, ouverture:08:00, fermeture:22:00,Vendredi, ouverture:08:00, fermeture:22:00,Samedi, ouverture:08:00, fermeture:22:00,Dimanche, ouverture:08:00, fermeture:22:00]","Selon les conditions","","","","","Patinoire du parc Jeanne-Mance","4422, avenue de l'Esplanade",,"H2W2N4","Montréal",-73.583421707153,45.515624696984,298282.4,5041748.4
"Terrains de tennis du parc Jeanne-Mance","https://montreal.ca/lieux/terrains-de-tennis-du-parc-jeanne-mance","Ils sont généralement très achalandés, la réservation des douze courts à surface rapide (acrylique lisse) est obligatoire.Les terrains de tennis sont disponibles gratuitement et sans réservation de 8 h à 9 h le matin. Premier(e)s arrivé(e)s, premier(e)s servi(es). Prudence sur les terrains cet automneL’automne approche, et avec lui, des feuilles mortes peuvent se retrouver sur nos terrains de tennis.Pour garantir votre sécurité et éviter les chutes, nous vous invitons à aider en écartant ces débris et à faire preuve de prudence pendant votre jeu.Merci pour votre coopération!Réservation en ligneUne carte de bibliothèque de la Ville de Montréal valide est nécessaire pour réserver en ligne sur Loisirs Montréal.Les plages de réservation seront ouvertes 48 h à l’avance Paiement en ligne: crédit seulementIl est possible d’obtenir une note de crédit pour une annulation de réservation en ligne, en autant que ce soit fait au moins trois heures avant l’heure de jeu.En cas de conditions météorologiques ne permettant pas la pratique du sport, l’activité réservée en ligne sera créditée sur votre compte Loisirs Montréal. Dans le cas d’une réservation en personne ou d’une activité annulée au cours des 25 premières minutes, un coupon de crédit sera émis. Aucun remboursement n’est accordé par la Ville de Montréal.Réservation téléphoniqueLa réservation est disponible après 9 h, une journée d’avance uniquement, au 514 872-5520.Paiement sur place: débit seulement. Une pièce d’identité peut être demandée pour valider votre réservation.AnnulationsNous avons mis en place une nouvelle plateforme pour simplifier les annulations de réservations de terrains.Pour toute demande d’annulation, veuillez utiliser le formulaire suivant.Veuillez noter que toute annulation de réservation doit être effectuée au moins trois heures avant l’heure prévue de jeu. Aucun crédit ne sera accordé si l’annulation est effectuée après ce délai.Suite à votre demande d’annulation, un crédit sera ajouté à votre compte Loisirs Montréal dans un délai de 3 à 5 jours. Ce crédit pourra être utilisé lors d’une prochaine journée ou séance de jeu.Notez également qu’il n’est plus nécessaire d’utiliser l’adresse courriel de réservation pour les annulations.Tennis Montréal est partenaire de la Ville de Montréal et organise toutes les activités dans les terrains de tennis du Plateau. Les cours s’adressent aux joueurs et joueuses de tennis de tous les niveaux et ce, dès l’âge de trois ans. Les entraîneurs sont certifiés.","2020-11-09","2023-10-30","Le Plateau-Mont-Royal","Parc et jardins","Terrain de tennis","Tennis","Aire de pique-nique,Fontaine d'eau potable,Stationnement ($),Toilettes","Entrée de plain-pied,Sentier d'accès,Toilettes accessibles","Culture et sports","Fermeture saisonnière"," Horaire d'automne [Lundi, ouverture:08:00, fermeture:22:00,Mardi, ouverture:08:00, fermeture:22:00,Mercredi, ouverture:08:00, fermeture:22:00,Jeudi, ouverture:08:00, fermeture:22:00,Vendredi, ouverture:08:00, fermeture:22:00,Samedi, ouverture:08:00, fermeture:21:00,Dimanche, ouverture:08:00, fermeture:21:00]","","Les terrains sont disponibles à l’heure exacte. Ils doivent être libérés à la fin de chaque heure pour laisser la place aux usager(-ère)s en attente, et ce, quelle que soit l’heure d’arrivée sur les terrains.Vous devez valider votre présence pour toutes réservations auprès du/de la préposé(e).Une arrivée de 10 minutes avant le début de toutes réservations est souhaitée. Après 5 minutes de retard, votre réservation pourrait être annulée.Pour votre sécurité, il est interdit de jouer sur des terrains détrempés. Les terrains doivent être évacués temporairement en cas de pluie. La décision sera prise par la Ville de Montréal.Seuls les usager(-ère)s sont admis sur les terrains durant leur partie.L’utilisation des paniers de balles est réservée au personnel enseignant autorisé par la Ville de Montréal.La Ville de Montréal invite les usager(-ère)s à respecter son personnel et à suivre leurs recommandations et demandes.Qu’il y ait ou non un(e) préposé(e) sur place, ces règlements doivent être respectés.Toute personne qui ne respecte pas les règlements, nuit au bon fonctionnement du jeu ou à l’accès équitable aux terrains, affecte la sécurité des usager(-ère)s ou contrevient aux règles de l’éthique, du civisme et de la politesse sera expulsée sans préavis.Aucun vélo, planche à roulettes, patins à roulettes ou trottinette n’est accepté à l’intérieur des installations.L’utilisation de lance-balles sur les terrains est prohibée.Merci de votre collaboration et bon match!","Carte de débit","numéro: 5148725520","","Terrains de tennis du parc Jeanne-Mance","4422, avenue de l'Esplanade",,"H2W2N4","Montréal",-73.58722992253,45.517728257643,297985.1,5041982.5
"Chalet du parc Jeanne-Mance","https://montreal.ca/lieux/chalet-du-parc-jeanne-mance","Durant l’été, son vestiaire est utilisé par les familles avec de jeunes enfants qui viennent profiter de la pataugeoire et des modules de jeux.","2020-11-09","2023-09-15","Le Plateau-Mont-Royal","Parc et jardins","Chalet","","Fontaine d'eau potable,Toilettes,Vestiaire,Vestiaire familial","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:08:00, fermeture:23:00,Mardi, ouverture:08:00, fermeture:23:00,Mercredi, ouverture:08:00, fermeture:23:00,Jeudi, ouverture:08:00, fermeture:23:00,Vendredi, ouverture:08:00, fermeture:23:00,Samedi, ouverture:08:00, fermeture:23:00,Dimanche, ouverture:08:00, fermeture:23:00]","","","","","","Chalet du parc Jeanne-Mance","4422, avenue de l'Esplanade",,"H2W1B9","Montréal",-73.584373634301,45.514949029697,298207.9,5041673.4
"Terrain de baseball du parc Jeanne-Mance","https://montreal.ca/lieux/terrain-de-baseball-du-parc-jeanne-mance","Pour profiter de ce terrain de balle, baseball et connaître les tarifs en vigueur, vous devez être un groupe et réserver votre place. Priorité aux détenteurs et détentrices de permis.Conditions de location, tarifs et consignes sur le site de l’ASBM.Avis aux utilisateurs: le terrain de baseball peut être préparé jusqu’à 15 minutes avant le début de votre réservation.","2020-11-09","2023-08-03","Le Plateau-Mont-Royal","Parc et jardins","Terrain de balle, baseball","Baseball","Fontaine d'eau potable,Toilettes","Toilettes accessibles","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:08:00, fermeture:21:00,Mardi, ouverture:08:00, fermeture:21:00,Mercredi, ouverture:08:00, fermeture:21:00,Jeudi, ouverture:08:00, fermeture:21:00,Vendredi, ouverture:08:00, fermeture:21:00,Samedi, ouverture:08:00, fermeture:21:00,Dimanche, ouverture:08:00, fermeture:21:00]","","","Carte de crédit (MasterCard, Visa)","numéro: 5147222551","","Terrain de baseball du parc Jeanne-Mance","4422, avenue de l'Esplanade",,"H2W2N4","Montréal",-73.5868643082677,45.516624137473826,298013.5,5041859.8
"Terrain de soccer du parc Jeanne-Mance","https://montreal.ca/lieux/terrain-de-soccer-du-parc-jeanne-mance","Pour une partie amicale, un tournoi, une ligue, un événement spécial ou toutes autres activités, laissez le soin à l’ASBM de vous aider à réserver un terrain pour votre événement. En plus de la gestion des terrains de balle, l’ASBM offre de la formation, de l’encadrement, de la supervision et la coordination des arbitres.Conditions de location, tarifs et consignes sur le site de l’ASBM","2020-11-09","2023-05-27","Le Plateau-Mont-Royal","Parc et jardins","Terrain de soccer","Soccer","Aire de pique-nique,Fontaine d'eau potable,Support à vélo","Adapté aux poussettes,Entrée de plain-pied,Sentier d'accès","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:22:00,Mardi, ouverture:06:00, fermeture:22:00,Mercredi, ouverture:06:00, fermeture:22:00,Jeudi, ouverture:06:00, fermeture:22:00,Vendredi, ouverture:06:00, fermeture:22:00,Samedi, ouverture:06:00, fermeture:22:00,Dimanche, ouverture:06:00, fermeture:22:00]","Le terrain synthétique ouvre le 14 avril. Le terrain naturel ouvre le 28 mai.","Les détenteurs et détentrices de permis octroyés par l’ASBM ont priorité de jeu sur le terrain.","","","","Terrain de soccer du parc Jeanne-Mance","4422, avenue de l'Esplanade",,"H2W2N4","Montréal",-73.582871597253,45.514768598757,298325.3,5041653.2
"Parc Jeanne-Mance","https://montreal.ca/lieux/parc-jeanne-mance","Lors de vos promenades, ne manquez pas d’admirer de belles vues sur le mont Royal depuis différents points d’observation. Profitez de diverses installations : terrains de tennis et de soccer, pataugeoire et deux patinoires.Dans la section pour enfants, on retrouve un jeu d’eau permettant aux architectes en herbe de combiner l’eau de sa structure au carré de sable sous celle-ci afin de créer châteaux et rigoles. En hiver, une piste de ski de fond sillonne le parc sur une longueur de 1,3 km. Consultez la carte pour voir le tracé.Patinoires naturellesLes patinoires du parc Jeanne-Mance sont situées le long de l’avenue du Parc, à l’angle des avenues Duluth et de l’Esplanade. Plus de détails ici.","2019-09-09","2023-11-02","Le Plateau-Mont-Royal","Parc et jardins","Parc","Vélo,Randonnée,Volleyball","Aire de pique-nique,Fontaine d'eau potable,Module de jeu pour enfants,Module de jeu pour tout-petits,Terrain de volleyball,Toilettes,Vestiaire,Vestiaire familial","Accessible en fauteuil roulant avec assistance,Adapté aux poussettes","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Parc Jeanne-Mance","4422, avenue de l'Esplanade",,"H2W2N4","Montréal",-73.583156355118,45.514806411613,298303,5041657.5
"Parc Jean-Jacques-Olier","https://montreal.ca/lieux/parc-jean-jacques-olier","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2020-06-09","2023-11-02","Le Plateau-Mont-Royal","Parc et jardins","Parc","","Module de jeu pour enfants","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Parc Jean-Jacques-Olier","Rue Drolet",,"","Montréal",-73.575768925278,45.51974601967,298880.7,5042205.8
"Parc Hirsch-Wolofsky","https://montreal.ca/lieux/parc-hirsch-wolofsky","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-10","2023-11-02","Le Plateau-Mont-Royal","Parc et jardins","Parc","","Module de jeu pour enfants","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Parc Hirsch-Wolofsky","3482, avenue Coloniale",,"H2X2Y4","Montréal",-73.570353889335,45.513833520598,299303.2,5041548.4
"Parc Hilda-Ramacière","https://montreal.ca/lieux/parc-hilda-ramaciere","Le parc De Bullion a été renommé en hommage à Hilda-Ramacière. La ludothèque est ouverte du 24 juin au 28 août tous les mercredis de 10 h à 18 h.  C’est gratuit.","2020-06-09","2023-11-02","Le Plateau-Mont-Royal","Parc et jardins","Parc","","Module de jeu pour enfants","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Parc Hilda-Ramacière","Rue De Bullion",,"","Montréal",-73.571929263027,45.515689266596,299180.3,5041754.7
"Jeux d'eau du parc Gilles-Lefebvre","https://montreal.ca/lieux/jeux-deau-du-parc-gilles-lefebvre","Les jeux d’eau du parc Gilles-Lefebvre permettent de se rafraîchir et de profiter de l’été.","2021-05-05","2023-10-25","Le Plateau-Mont-Royal","Sportifs et récréatifs","Jeux d'eau","Baignade","Aire de pique-nique,Fontaine d'eau potable","","Culture et sports","Fermeture saisonnière"," Horaire [Lundi, ouverture:00:00, fermeture:00:00,Mardi, ouverture:00:00, fermeture:00:00,Mercredi, ouverture:00:00, fermeture:00:00,Jeudi, ouverture:00:00, fermeture:00:00,Vendredi, ouverture:00:00, fermeture:00:00,Samedi, ouverture:00:00, fermeture:00:00,Dimanche, ouverture:00:00, fermeture:00:00]","","","","","","Jeux d'eau du parc Gilles-Lefebvre","4535, avenue Henri-Julien",,"H2T2C7","Montréal",-73.584116142235,45.523272666754,298229,5042598.4
"Parc Gilles-Lefebvre","https://montreal.ca/lieux/parc-gilles-lefebvre","Venez profiter des attraits de la nature ou pratiquer des loisirs en plein air.","2019-09-11","2023-11-02","Le Plateau-Mont-Royal","Parc et jardins","Parc","","Fontaine d'eau potable,Module de jeu pour enfants","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Parc Gilles-Lefebvre","4535, avenue Henri-Julien",,"H2T2C7","Montréal",-73.584533,45.523388,298196.5,5042611.3
"Petite patinoire de sports d'équipe du parc La Fontaine","https://montreal.ca/lieux/petite-patinoire-de-sports-dequipe-du-parc-la-fontaine","Avant de vous déplacer, consultez les conditions des sites hivernauxLe Parc La Fontaine comporte maintenant 3 patinoires :Grande patinoire de sports d’équipe, avec bandePetite patinoire de sports d’équipe, avec bandeÉtang du parc pour patinage libre (musique d’ambiance) Accessibilité : Via l’avenue Calixa-Lavallée","2021-12-20","2023-11-02","Le Plateau-Mont-Royal","Sportifs et récréatifs","Patinoire","Patinage,Hockey","Fontaine d'eau potable,Module de jeu pour enfants,Module de jeu pour tout-petits,Stationnement ($),Toilettes,Vestiaire,Wi-Fi gratuit","Accessible en fauteuil roulant avec assistance,Sentier d'accès,Toilettes accessibles","Culture et sports","Fermeture saisonnière"," ","","","","","","Petite patinoire de sports d'équipe du parc La Fontaine","3819, avenue Calixa-Lavallée",,"H2L3A7","Montréal",-73.569396,45.527068,299379.3,5043019.1
"Piscine du parc Baldwin","https://montreal.ca/lieux/piscine-du-parc-baldwin","Séance d’information sur la construction d’une nouvelle piscine au parc Baldwin (25 septembre 2023)L’arrondissement du Plateau-Mont-Royal a invité la population à une séance d’information sur la construction d’une nouvelle piscine au parc Baldwin le 25 septembre dernier, à 19 h, à la maison de la culture.WebdiffusionPrésentationVous souhaitez poser une question ou émettre un commentaire? Remplissez ce formulaire d’ici au 24 octobre 2023.ContexteConstruites en 1964, les installations de la piscine (bassin, pataugeoire, système de filtration, plage, bâtiment d’accueil, etc.) ont atteint la fin de leur vie utile. D’une part, le système de filtration et de traitement de l’eau est désuet et ne répondait plus aux normes réglementaires en vigueur. D’autre part, la salle mécanique existante n’était pas suffisamment grande pour contenir les nouveaux équipements de filtration et de traitement de l’eau.Étant donné que le projet est situé sur un lieu d’élimination désaffecté (ancien dépotoir), celui-ci est assujetti à l’article 65 de la Loi sur la qualité de l’environnement. Les installations sont soumises à des mouvements de sols, dû au tassement et à la décomposition des matériaux de remblais, et plusieurs fissures et des soulèvements ont été constatés à cause de l’affaissement de la fondation du pavillon. En conséquence, les murs du bâtiment sont fissurés et désalignés vers l’extérieur. Les défauts structuraux du bâtiment sont majeurs et ne supporteraient pas une rénovation du bâtiment. Le nouveau projetLa nouvelle piscine sera située dans le secteur nord-ouest du parc, à l’endroit où se trouve actuellement un terrain de soccer. Sur le site de l’ancienne piscine, un nouveau terrain de soccer naturel sera aménagé et le pavillon sera démoli.Un bassin futur de 50 mètres avec des couloirs de nage permettra d’accueillir un plus grand nombre de baigneurs et baigneuses. Une pataugeoire et une plage avec une partie ombragée sont également prévues.Un appel d’offres de services professionnels sera lancé à l’automne 2023 pour la production du concept, des plans et devis. Par la suite, l’appel d’offres pour la réalisation des travaux devrait être lancé au printemps 2025 afin de débuter les travaux à la fin de l’été 2025. L’ouverture souhaitée de la piscine est en 2027.Notons que les jeux d’eau sont ouverts dans la portion nord du parc.","2021-05-05","2023-11-02","Le Plateau-Mont-Royal","Sportifs et récréatifs","Piscine extérieure","Baignade","","","Culture et sports","Fermeture temporaire"," ","","","","numéro: 5148723533","","Piscine du parc Baldwin","4355, rue Fullum",,"H2H1N1","Montréal",-73.563731353722,45.534995813829,299822.5,5043899.7
"Piste de ski de fond du parc Jeanne-Mance","https://montreal.ca/lieux/piste-de-ski-de-fond-du-parc-jeanne-mance","La piste de ski de fond sillonne le parc et a une longueur totale de 1,3 km.Consulter la carte pour voir le tracé.L’aire d’exercice canin du parc Jeanne-Mance est déplacé temporairement près du terrain de baseball du 1er décembre à la mi-mars pour permettre le traçage des pistes de ski de fond.","2021-11-17","2023-11-02","Le Plateau-Mont-Royal","Sportifs et récréatifs","Piste de ski","Ski de fond","Fontaine d'eau potable,Roulotte ou chalet chauffé","","Culture et sports","Fermeture saisonnière"," Horaire [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Piste de ski de fond du parc Jeanne-Mance","4422, avenue de l'Esplanade",,"","Montréal",-73.583365735727,45.516239379819,298286.8,5041816.7
"Pistes de ski de fond du parc La Fontaine","https://montreal.ca/lieux/pistes-de-ski-de-fond-du-parc-la-fontaine","Les deux pistes de ski de fond, sillonnent la partie ouest du parc et ont une longueur totale de 5,2 km. Consultez la carte pour voir les tracés.","2020-11-19","2023-11-02","Le Plateau-Mont-Royal","Sportifs et récréatifs","Piste de ski","Ski de fond","Fontaine d'eau potable,Module de jeu pour enfants,Module de jeu pour tout-petits,Stationnement ($),Toilettes,Vestiaire,Wi-Fi gratuit","Accessible en fauteuil roulant avec assistance,Entrée de plain-pied,Sentier d'accès,Toilettes accessibles,Zone de débarcadère pour transport adapté","Culture et sports","Fermeture saisonnière"," ","","","","","","Pistes de ski de fond du parc La Fontaine","3819, avenue Calixa-Lavallée",,"H2L3A7","Montréal",-73.568266969166,45.525551595612,299467.3,5042850.5
"Parc Émery-Sauvé","https://montreal.ca/lieux/parc-emery-sauve","À la mi-juin, l’Arrondissement du Sud-Ouest a entamé le réaménagement complet du parc Émery-Sauvé, situé dans le quartier Saint-Paul, entre les rues Denonville et Cardinal.En raison du contexte actuel dans le marché et des résultats des appels d’offres publics, les travaux se dérouleront en deux phases et s’échelonneront jusqu’au printemps 2024. La première phase des travaux constitue un investissement de 1,4 M$.Nature des travaux : Réaménagement de l’aire de jeux, travaux d’éclairage, installation de modules de jeux et plantations.Phase des travauxCertains travaux préparatoires pourraient précéder la phase 1.Phase 1 : De la mi-juin à septembre 2023  (pause hivernale)Phase 2 : printemps 2024La durée des travaux pourrait varier en raison des conditions météorologiques.Horaire de travail : Les équipes de travail seront sur place du lundi au vendredi, de 7 h à 19 h.TERMINÉE Phase 1 : Des espaces propices à la détente et plus d’éclairageDe la mi-juin à septembre 2023Cette première phase comprendra le réaménagement de l’aire de jeux et des travaux d’éclairage.De nouveaux espaces de détente seront aménagés pour vous permettre de profiter de la nature, que ce soit en contemplant les espaces biodiversifiés ou en vous promenant dans le sous-bois. Une placette centrale vous permettra de faire de belles rencontres tout en gardant un oeil sur vos enfants à l’aire de jeux. Le sable sera remplacé par une surface caoutchoutée, parfaite pour accueillir les petits pieds tout comme les fauteuils roulants.Envie de profiter du parc en soirée? Il sera possible de le visiter en toute sécurité grâce au nouveau système d’éclairage écoénergétique.Phase 2 : Installation de modules de jeux accessibles universellement et inclusifsPrintemps 2024Le parc sera à nouveau fermé pour l’installation des modules de jeux inclusifs et accessibles universellement pour les 18 mois à 5 ans et les 5 à 12 ans. Ces équipements visent à favoriser le développement des capacités motrices et sociales des jeunes. Le processus d’appel d’offres est actuellement en cours pour cette seconde phase des travaux.Travaux : incidences sur votre quotidienBruit : Certains travaux pourraient générer du bruit. Toutes les mesures seront prises afin de limiter les impacts sonores.Stationnement et circulation : Il ne sera pas possible de stationner dans les zones de travaux.","2019-09-12","2023-11-02","Le Sud-Ouest","Parc et jardins","Parc","","Module de jeu pour enfants,Module de jeu pour tout-petits","","Culture et sports","Ouvert"," ","","","","","","Parc Émery-Sauvé","2121, rue Cardinal",,"H4E1N7","Montréal",-73.593563,45.460531,297482.9,5035626.7
"Jardins du Petit-Laurier","https://montreal.ca/lieux/jardins-du-petit-laurier","Les Jardins du Petit-Laurier prendront forme à l’angle des avenues Laurier Est et Papineau. Située sur le terrain d’une ancienne station-service, cette nouvelle place publique aura plusieurs vocations : agriculture urbaine, événements, pique-nique, détente et… mini-golf!Mini-golf et agriculture urbaineUn parcours de mini-golf de six trous sera aménagé sur la nouvelle place publique. Des balles et bâtons seront accessibles en libre-service sur place. Le prêt de matériel sera gratuit, et il ne sera pas nécessaire de réserver.Des bacs d’agriculture urbaine seront également installés graduellement sur le site grâce à un partenariat avec le Cégep de Victoriaville. Dans le cadre de leur formation, des étudiantes et des étudiants du programme d’agriculture urbaine proposeront un parcours éducatif et des aménagements comestibles le long du terrain de mini-golf. Leur contribution sera visible à partir du printemps prochain.La place publique, le parcours de mini-golf et plusieurs bacs de plantation seront accessibles universellement.Cet aménagement transitoire est réalisé suite à la décontamination du site par son propriétaire. La Ville de Montréal a exercé son droit de préemption pour acquérir ce terrain afin que des logements sociaux et communautaires y soient construits.","2023-10-12","2023-11-02","Le Plateau-Mont-Royal","Parc et jardins","Place","","Aire de pique-nique,Support à vélo","Accessible en fauteuil roulant,Accessible en fauteuil roulant avec assistance,Adapté aux poussettes,Équipement adapté,Rampe d'accès","Culture et sports","Nouveau"," ","","","","","","Jardins du Petit-Laurier","À l’intersection des avenues Laurier Est et Papineau",,"","Montréal",-73.58170001236314,45.53597128469028,298419.2,5044009.4
